"Asim";"Abazi";"2010-02-03";"Lucky Landing";"1";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"0";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"1";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"2";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"3";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"4";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"5";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"6";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"7";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"8";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"9";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"10";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"11";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"12";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"13";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"14";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"15";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"16";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"17";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"18";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"19";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"20";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"21";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"22";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"23";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"24";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"25";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"26";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"27";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"28";"0";"[]";"[]"
"Asim";"Abazi";"1998-22-08";"TILTED TOWER";"29";"0";"[]";"[]"
